Experiment;Name;Weather;Soil;Year;Cutting;Crop;Cultivar;Lat;Long;Elevation;GrassmindCol;GrassmindRow;groundwaterMIN;groundwaterMAX;groundwaterMonth
EX326;SAN_010_MGFE_2024;weather2;SAN_010;2024;default_cut;GR;Grass_CLV4;53.7006198;13.6375709;7.21;558;186;;;2
EX327;SWK_009_MGFE_2023;weather28;SWK_009;2024;default_cut;GR;Grass_CLV4;51.8919992;13.9721255;49.5;561;341;0.6707324981689453;1.9465452432632446;3
EX328;SWK_010_MGFE_2023;weather30;SWK_010;2024;default_cut;GR;Grass_CLV4;51.8906412;13.9716253;49.62;561;341;0.7046778798103333;1.9629383087158203;3
EX329;SWK_011_MGFE_2023;weather30;SWK_011;2024;default_cut;GR;Grass_CLV4;51.8901316;13.9721576;49.46;561;341;0.7046778798103333;1.9629383087158203;3
EX330;SWK_012_MGFE_2023;weather28;SWK_012;2024;default_cut;GR;Grass_CLV4;51.8915403;13.9718853;49.38;561;341;0.6707324981689453;1.9465452432632446;3
EX331;SWK_013_MGFE_2023;weather28;SWK_013;2024;default_cut;GR;Grass_CLV4;51.8914475;13.9733003;49.49;561;341;0.6707324981689453;1.9465452432632446;3
EX332;SWK_014_MGFE_2023;weather31;SWK_014;2024;default_cut;GR;Grass_CLV4;51.8908718;13.9744472;49.43;561;341;0.7046778798103333;1.9629383087158203;3
EX333;SWK_015_MGFE_2023;weather29;SWK_015;2024;default_cut;GR;Grass_CLV4;51.8918916;13.9742751;49.52;561;341;0.6707324981689453;1.9465452432632446;3
EX334;SWK_016_MGFE_2023;weather30;SWK_016;2024;default_cut;GR;Grass_CLV4;51.8902624;13.9733358;49.44;561;341;0.7046778798103333;1.9629383087158203;3
EX335;SWK_017_MGFE_2023;weather31;SWK_017;2024;default_cut;GR;Grass_CLV4;51.889795;13.9744648;49.45;561;341;0.7046778798103333;1.9629383087158203;3
EX336;SWK_018_MGFE_2023;weather31;SWK_018;2024;default_cut;GR;Grass_CLV4;51.8903203;13.9750728;49.38;561;341;0.7046778798103333;1.9629383087158203;3
EX337;SWK_019_MGFE_2023;weather31;SWK_019;2024;default_cut;GR;Grass_CLV4;51.8898522;13.976056;49.46;562;341;0.7046778798103333;1.9629383087158203;3
EX338;SWK_020_MGFE_2023;weather31;SWK_020;2024;default_cut;GR;Grass_CLV4;51.8895578;13.9768586;49.46;562;341;0.7046778798103333;1.9629383087158203;3
EX339;SWK_021_MGFE_2023;weather31;SWK_021;2024;default_cut;GR;Grass_CLV4;51.890477;13.9765494;49.5;562;341;0.7046778798103333;1.9629383087158203;3
EX340;SWK_022_MGFE_2023;weather31;SWK_022;2024;default_cut;GR;Grass_CLV4;51.890905;13.9758677;49.33;562;341;0.6707324981689453;1.9465452432632446;3
EX341;SWK_023_MGFE_2023;weather29;SWK_023;2024;default_cut;GR;Grass_CLV4;51.8914896;13.9768568;49.45;562;341;0.6707324981689453;1.9465452432632446;3
EX342;SWK_024_MGFE_2024;weather28;SWK_024;2024;default_cut;GR;Grass_CLV4;51.8918663;13.9725784;49.37;561;341;0.6707324981689453;1.9465452432632446;3
EX343;SWK_025_MGFE_2024;weather29;SWK_025;2024;default_cut;GR;Grass_CLV4;51.8918609;13.9743395;49.55;561;341;0.6707324981689453;1.9465452432632446;3
EX344;SWK_026_MGFE_2024;weather31;SWK_026;2024;default_cut;GR;Grass_CLV4;51.8908768;13.974408;49.49;561;341;0.7046778798103333;1.9629383087158203;3
EX345;SWK_027_MGFE_2024;weather31;SWK_027;2024;default_cut;GR;Grass_CLV4;51.8907931;13.9745062;49.45;561;341;0.7046778798103333;1.9629383087158203;3
EX346;SWK_028_MGFE_2024;weather30;SWK_028;2024;default_cut;GR;Grass_CLV4;51.89027;13.973275;49.36;561;341;0.7046778798103333;1.9629383087158203;3
EX347;SWK_029_MGFE_2024;weather29;SWK_029;2024;default_cut;GR;Grass_CLV4;51.8914611;13.9769196;49.4;562;341;0.6707324981689453;1.9465452432632446;3
EX348;SWK_030_MGFE_2024;weather29;SWK_030;2024;default_cut;GR;Grass_CLV4;51.8915069;13.9769009;49.42;562;341;0.6707324981689453;1.9465452432632446;3
EX349;SWK_031_MGFE_2024;weather29;SWK_031;2024;default_cut;GR;Grass_CLV4;51.891445;13.9767336;49.47;562;341;0.6707324981689453;1.9465452432632446;3
EX350;SWK_032_MGFE_2024;weather31;SWK_032;2024;default_cut;GR;Grass_CLV4;51.8898208;13.9760323;49.48;562;341;0.7046778798103333;1.9629383087158203;3
EX351;SWK_033_MGFE_2024;weather30;SWK_033;2024;default_cut;GR;Grass_CLV4;51.890788;13.9725276;49.39;561;341;0.7046778798103333;1.9629383087158203;3
EX352;SWK_046_MGFE_2024;weather28;SWK_046;2024;default_cut;GR;Grass_CLV4;51.8918624;13.9725777;49.548377990722656;561;341;0.6707324981689453;1.9465452432632446;
EX353;SWK_047_MGFE_2024;weather29;SWK_047;2024;default_cut;GR;Grass_CLV4;51.8918597;13.9743389;49.548377990722656;561;341;0.6707324981689453;1.9465452432632446;
EX354;SWK_048_MGFE_2024;weather31;SWK_048;2024;default_cut;GR;Grass_CLV4;51.8908752;13.974408;49.548377990722656;561;341;0.7046778798103333;1.9629383087158203;
EX355;SWK_049_MGFE_2024;weather31;SWK_049;2024;default_cut;GR;Grass_CLV4;51.8907895;13.9745091;49.548377990722656;561;341;0.7046778798103333;1.9629383087158203;
EX356;SWK_050_MGFE_2024;weather30;SWK_050;2024;default_cut;GR;Grass_CLV4;51.89027;13.9732729;49.548377990722656;561;341;0.7046778798103333;1.9629383087158203;
EX357;SWK_051_MGFE_2024;weather29;SWK_051;2024;default_cut;GR;Grass_CLV4;51.89146;13.9769198;49.3401985168457;562;341;0.6707324981689453;1.9465452432632446;
EX358;SWK_052_MGFE_2024;weather29;SWK_052;2024;default_cut;GR;Grass_CLV4;51.8915067;13.9769012;49.3401985168457;562;341;0.6707324981689453;1.9465452432632446;
EX359;SWK_053_MGFE_2024;weather29;SWK_053;2024;default_cut;GR;Grass_CLV4;51.8914439;13.9767335;49.3401985168457;562;341;0.6707324981689453;1.9465452432632446;
EX360;SWS_001_MGFE_2023;weather33;SWS_001;2024;default_cut;GR;Grass_CLV4;51.8423161;14.0570125;50.97;567;346;0.9306572675704956;2.536668539047241;1
EX361;SWS_002_MGFE_2023;weather33;SWS_002;2024;default_cut;GR;Grass_CLV4;51.8419035;14.0582666;51.01;568;346;0.9306572675704956;2.536668539047241;1
EX362;SWS_003_MGFE_2023;weather33;SWS_003;2024;default_cut;GR;Grass_CLV4;51.8423403;14.058891;50.92;568;346;1.0055805444717407;3.475242853164673;1
EX363;SWS_004_MGFE_2023;weather32;SWS_004;2024;default_cut;GR;Grass_CLV4;51.8426047;14.0598346;51.02;568;346;1.0055805444717407;3.475242853164673;1
EX364;SWS_005_MGFE_2023;weather33;SWS_005;2024;default_cut;GR;Grass_CLV4;51.8416955;14.0609537;50.9;568;346;1.0100194215774536;2.192487955093384;1
EX365;SWS_006_MGFE_2023;weather33;SWS_006;2024;default_cut;GR;Grass_CLV4;51.8407986;14.0619332;51.01;568;346;1.0100194215774536;2.192487955093384;1
EX366;SWS_007_MGFE_2023;weather33;SWS_007;2024;default_cut;GR;Grass_CLV4;51.8402803;14.0607064;51.03;568;346;1.0100194215774536;2.192487955093384;1
EX367;SWS_008_MGFE_2023;weather33;SWS_008;2024;default_cut;GR;Grass_CLV4;51.8410347;14.0598343;51;568;346;0.9306572675704956;2.536668539047241;1
EX368;SWS_034_MGFE_2024;weather33;SWS_034;2024;default_cut;GR;Grass_CLV4;51.8400068;14.0604469;51.01;568;346;1.0100194215774536;2.192487955093384;1
EX369;SWS_035_MGFE_2024;weather33;SWS_035;2024;default_cut;GR;Grass_CLV4;51.8393149;14.061219;51.06;568;346;1.0100194215774536;2.192487955093384;1
EX370;SWS_036_MGFE_2024;weather33;SWS_036;2024;default_cut;GR;Grass_CLV4;51.8388633;14.062439;51.06;568;346;1.0100194215774536;2.192487955093384;1
EX371;SWS_037_MGFE_2024;weather33;SWS_037;2024;default_cut;GR;Grass_CLV4;51.8399589;14.06253;51.08;568;346;1.0100194215774536;2.192487955093384;1
EX372;SWS_038_MGFE_2024;weather33;SWS_038;2024;default_cut;GR;Grass_CLV4;51.840788;14.0620745;51.03;568;346;1.0100194215774536;2.192487955093384;1
EX373;SWS_039_MGFE_2024;weather33;SWS_039;2024;default_cut;GR;Grass_CLV4;51.8414528;14.0622957;51.03;568;346;1.0100194215774536;2.192487955093384;1
EX374;SWS_040_MGFE_2024;weather33;SWS_040;2024;default_cut;GR;Grass_CLV4;51.8421041;14.0624509;50.97;568;346;1.0100194215774536;2.192487955093384;1
EX375;SWS_041_MGFE_2024;weather33;SWS_041;2024;default_cut;GR;Grass_CLV4;51.8419123;14.0612618;50.97;568;346;1.0100194215774536;2.192487955093384;1
EX376;SWS_042_MGFE_2024;weather33;SWS_042;2024;default_cut;GR;Grass_CLV4;51.8409881;14.0591582;51.01;568;346;0.9306572675704956;2.536668539047241;1
EX377;SWS_043_MGFE_2024;weather33;SWS_043;2024;default_cut;GR;Grass_CLV4;51.8418813;14.059005;50.96;568;346;0.9306572675704956;2.536668539047241;1
EX378;SWS_044_MGFE_2024;weather32;SWS_044;2024;default_cut;GR;Grass_CLV4;51.8428333;14.0582362;50.96;568;346;1.0055805444717407;3.475242853164673;1
EX379;SWS_045_MGFE_2024;weather32;SWS_045;2024;default_cut;GR;Grass_CLV4;51.8429082;14.0597955;51.05;568;346;1.0055805444717407;3.475242853164673;1
